"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35"
"1",0.000222908900768413,0.000222908900768422,0.000222908900768423,0.000222908900768415,0.000222908900768414,0.000222908900768416,0.000222908900768427,0.00022290890076842,0.000222908900768418,0.000222908900768451,0.000222908900768416,0.000222908900768433,0.000222908900768419,0.000222908900768412,0.000222908900768414,0.000222908900768408,0.000222908900768416,0.000222908900768413,0.000222908900768428,0.000222908900768416,0.000222908900768432,0.000222908900768426,0.710644050223153,0.000222908900768494,0.0259883006616262,0.000222908900768413,0.00022290890076841,0.000222908900768434,0.256234564290632,0.000222908900768415,0.000222908900768416,0.000222908900768413,0.000222908900768426,0.00022290890076842,0.000222908900768413
"2",0.000150271077168747,0.356455874106328,0.0874428000145449,0.000150271077168736,0.000150271077168748,0.000150271077168757,0.000150271077168749,0.000150271077168747,0.0488621445686996,0.000150271077168736,0.000150271077168763,0.000150271077168734,0.00015027107716874,0.000150271077168748,0.000150271077168742,0.000150271077168756,0.000150271077168738,0.000150271077168743,0.000150271077168735,0.282692883978282,0.000150271077168729,0.00015027107716874,0.0493971041373836,0.000150271077168744,0.000150271077168736,0.000150271077168733,0.000150271077168754,0.170791331956868,0.000150271077168725,0.000150271077168746,0.000150271077168735,0.000150271077168734,0.000150271077168739,0.000150271077168731,0.000150271077168719
"3",0.00014650215571793,0.00014650215571791,0.000146502155717918,0.00014650215571791,0.00014650215571791,0.00014650215571793,0.000146502155717904,0.000146502155717912,0.00014650215571791,0.000146502155717926,0.000146502155717918,0.000146502155717914,0.000146502155717904,0.000146502155717908,0.00014650215571792,0.380669399281535,0.000146502155717912,0.000146502155717919,0.000146502155717911,0.126671696331506,0.000146502155717924,0.000146502155717904,0.000146502155717907,0.000146502155717912,0.00014650215571792,0.000146502155717907,0.319984004968095,0.000146502155717917,0.000146502155717917,0.00014650215571791,0.000146502155717926,0.000146502155717922,0.168133332591609,0.000146502155717906,0.000146502155717914
"4",0.000134164029449644,0.000134164029449641,0.000134164029449667,0.000134164029449647,0.000134164029449646,0.000134164029449658,0.000134164029449639,0.000134164029449647,0.000134164029449655,0.000134164029449647,0.000134164029449645,0.000134164029449647,0.000134164029449642,0.000134164029449638,0.000134164029449645,0.000134164029449629,0.000134164029449639,0.000134164029449646,0.0237217579866243,0.599133717604212,0.000134164029449647,0.000134164029449632,0.000134164029449663,0.000134164029449642,0.000134164029449645,0.000134164029449629,0.372851275466775,0.000134164029449666,0.000134164029449651,0.000134164029449633,0.000134164029449658,0.000134164029449651,0.000134164029449652,0.000134164029449626,0.000134164029449651
"5",0.000148993406671493,0.000148993406671493,0.000148993406671474,0.000148993406671491,0.000148993406671489,0.000148993406671489,0.00014899340667149,0.000148993406671481,0.000148993406671479,0.000148993406671484,0.000148993406671495,0.000148993406671477,0.00014899340667148,0.000148993406671495,0.000148993406671484,0.370676221006353,0.000148993406671477,0.000148993406671472,0.000148993406671473,0.000148993406671489,0.000148993406671484,0.000148993406671483,0.624406996573488,0.000148993406671474,0.000148993406671485,0.000148993406671483,0.00014899340667148,0.000148993406671491,0.000148993406671482,0.000148993406671475,0.000148993406671502,0.000148993406671497,0.000148993406671471,0.000148993406671494,0.000148993406671496
"6",0.00010776244823485,0.000107762448234845,0.0521033001058133,0.000107762448234857,0.00010776244823485,0.000107762448234854,0.000107762448234848,0.000107762448234863,0.000107762448234859,0.000107762448234845,0.000107762448234835,0.000107762448234845,0.000107762448234836,0.000107762448234845,0.000107762448234855,0.13517723378763,0.000107762448234851,0.000107762448234845,0.00010776244823485,0.000107762448234836,0.000107762448234849,0.389990517720864,0.000107762448234851,0.000107762448234842,0.000107762448234817,0.000107762448234852,0.000107762448234845,0.000107762448234848,0.000107762448234858,0.000107762448234837,0.000107762448234848,0.000107762448234835,0.419388312490412,0.000107762448234864,0.00010776244823484
"7",0.000170773239559123,0.00017077323955913,0.000170773239559132,0.00017077323955912,0.000170773239559114,0.000170773239559111,0.0715835846921237,0.00017077323955913,0.000170773239559116,0.000170773239559127,0.000170773239559125,0.000170773239559121,0.000170773239559114,0.000170773239559125,0.000170773239559118,0.000170773239559115,0.000170773239559115,0.000170773239559138,0.0001707732395591,0.00017077323955911,0.000170773239559123,0.00017077323955911,0.00017077323955913,0.000170773239559117,0.00017077323955911,0.000170773239559118,0.000170773239559119,0.000170773239559122,0.00017077323955912,0.000170773239559122,0.000170773239559116,0.000170773239559122,0.922780898402425,0.000170773239559121,0.00017077323955911
"8",0.000152893304128669,0.000152893304128642,0.00015289330412866,0.092628535876309,0.000152893304128657,0.0574559561231716,0.000152893304128649,0.000152893304128643,0.000152893304128692,0.000152893304128663,0.551472083538492,0.00015289330412868,0.000152893304128677,0.000152893304128661,0.199963060188876,0.000152893304128664,0.000152893304128663,0.000152893304128696,0.00015289330412871,0.000152893304128669,0.000152893304128657,0.000152893304128678,0.000152893304128675,0.000152893304128665,0.000152893304128672,0.0938935651492905,0.000152893304128684,0.000152893304128665,0.000152893304128688,0.000152893304128664,0.000152893304128682,0.000152893304128666,0.000152893304128678,0.000152893304128675,0.000152893304128683
"9",0.000118712927865847,0.000118712927865834,0.00011871292786585,0.000118712927865862,0.0176943803831697,0.000118712927865848,0.000118712927865849,0.416941897046976,0.000118712927865858,0.000118712927865839,0.0493550711778461,0.000118712927865849,0.184995210699588,0.289484608328395,0.000118712927865839,0.000118712927865854,0.000118712927865851,0.000118712927865845,0.000118712927865865,0.00011871292786583,0.000118712927865836,0.000118712927865853,0.000118712927865841,0.000118712927865851,0.000118712927865858,0.000118712927865837,0.000118712927865861,0.000118712927865851,0.000118712927865904,0.000118712927865855,0.038086157455915,0.000118712927865859,0.000118712927865845,0.00011871292786584,0.000118712927865853
"10",0.000121175624718003,0.000121175624718006,0.294367166348784,0.000121175624718014,0.000121175624717998,0.000121175624718015,0.000121175624717996,0.000121175624718022,0.000121175624718003,0.404441025050976,0.000121175624718005,0.000121175624718008,0.000121175624717912,0.000121175624717997,0.000121175624718004,0.00012117562471801,0.000121175624718006,0.000121175624718007,0.000121175624718004,0.000121175624718006,0.000121175624717997,0.000121175624717999,0.000121175624718007,0.000121175624718016,0.000121175624717994,0.000121175624717997,0.000121175624718016,0.000121175624718015,0.297314188609264,0.000121175624718005,0.000121175624718018,0.000121175624718009,0.000121175624717997,0.000121175624718007,0.00012117562471801
