"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40"
"1",0.356479410022846,0.00020566853633483,0.000205668536334835,0.000205668536334832,0.000205668536334831,0.000205668536334832,0.00020566853633483,0.000205668536334819,0.000205668536334827,0.000205668536334821,0.000205668536334761,0.00020566853633483,0.000205668536334834,0.000205668536334834,0.000205668536334827,0.000205668536334829,0.000205668536334833,0.000205668536334827,0.000205668536334826,0.000205668536334828,0.000205668536334828,0.000205668536334849,0.000205668536334822,0.114909744384243,0.000205668536334833,0.000205668536334827,0.000205668536334842,0.000205668536334835,0.000205668536334828,0.000205668536334828,0.000205668536334826,0.000205668536334834,0.000205668536334825,0.000205668536334833,0.000205668536334835,0.357428188082874,0.000205668536334833,0.000205668536334823,0.000205668536334827,0.163778590201983
"2",0.000138668066505967,0.000138668066506015,0.000138668066505994,0.000138668066505998,0.000138668066505989,0.000138668066505985,0.000138668066505999,0.000138668066505987,0.000138668066505946,0.000138668066505991,0.000138668066505988,0.000138668066505988,0.000138668066505979,0.000138668066505986,0.000138668066506003,0.000138668066505992,0.000138668066505978,0.429519366114832,0.000138668066505987,0.00013866806650598,0.000138668066505973,0.000138668066505997,0.000138668066505979,0.000138668066505992,0.000138668066505988,0.000138668066506002,0.000138668066505982,0.565211247357941,0.000138668066505987,0.000138668066505981,0.00013866806650599,0.000138668066506002,0.000138668066505983,0.000138668066505985,0.000138668066505998,0.000138668066505984,0.000138668066506,0.000138668066506,0.000138668066505986,0.00013866806650598
"3",0.000135191137125417,0.000135191137125431,0.000135191137125426,0.000135191137125439,0.000135191137125423,0.000135191137125431,0.000135191137125428,0.000135191137125427,0.000135191137125412,0.000135191137125416,0.000135191137125431,0.000135191137125412,0.176222905387047,0.000135191137125427,0.000135191137125423,0.000135191137125437,0.000135191137125426,0.000135191137125421,0.000135191137125434,0.000135191137125426,0.000135191137125436,0.000135191137125421,0.000135191137125425,0.200312978944279,0.000135191137125418,0.408839276219095,0.000135191137125426,0.0555643135112498,0.000135191137125435,0.0342607654772829,0.000135191137125429,0.000135191137125432,0.000135191137125418,0.120203261798781,0.000135191137125428,0.000135191137125429,0.000135191137125426,0.000135191137125415,0.000135191137125435,0.00013519113712543
"4",0.000123808538134091,0.000123808538134095,0.000123808538134096,0.0001238085381341,0.000123808538134082,0.000123808538134102,0.000123808538134098,0.000123808538134085,0.000123808538134102,0.68507185528428,0.000123808538134092,0.000123808538134081,0.000123808538134093,0.000123808538134108,0.000123808538134099,0.000123808538134093,0.000123808538134086,0.000123808538134093,0.000123808538134093,0.000123808538134094,0.000123808538134088,0.000123808538134094,0.000123808538134084,0.000123808538134025,0.000123808538134085,0.310223420266625,0.000123808538134098,0.000123808538134063,0.000123808538134089,0.000123808538134089,0.000123808538134095,0.000123808538134096,0.000123808538134089,0.0001238085381341,0.000123808538134096,0.000123808538134083,0.000123808538134093,0.000123808538134097,0.000123808538134073,0.00012380853813408
"5",0.000137489387437567,0.000137489387437579,0.000137489387437574,0.00013748938743751,0.00013748938743757,0.000137489387437571,0.000137489387437578,0.000137489387437571,0.000137489387437569,0.136460417791874,0.306622723772053,0.000137489387437551,0.000137489387437564,0.000137489387437569,0.000137489387437575,0.000137489387437577,0.000137489387437576,0.000137489387437569,0.000137489387437574,0.00013748938743758,0.000137489387437587,0.000137489387437561,0.00013748938743758,0.000137489387437572,0.000137489387437576,0.000137489387437579,0.000137489387437568,0.000137489387437477,0.000137489387437567,0.00013748938743757,0.000137489387437568,0.000137489387437559,0.000137489387437571,0.000137489387437574,0.000137489387437569,0.00013748938743757,0.000137489387437568,0.000137489387437574,0.000137489387437581,0.551829751100883
"6",9.94498164197963e-05,9.94498164198039e-05,9.94498164198064e-05,9.9449816419812e-05,9.94498164197959e-05,9.94498164198065e-05,9.94498164198127e-05,0.0911559820427207,9.94498164197579e-05,9.94498164198154e-05,9.94498164197838e-05,9.94498164197963e-05,0.136320725910842,9.94498164198017e-05,9.94498164198017e-05,0.548456380033959,9.94498164198101e-05,9.94498164198083e-05,9.94498164197966e-05,9.94498164197996e-05,9.94498164197974e-05,9.94498164197932e-05,9.94498164197272e-05,9.94498164197822e-05,9.94498164198019e-05,9.94498164197951e-05,9.94498164198111e-05,9.94498164197986e-05,9.94498164198064e-05,9.94498164197577e-05,9.94498164198092e-05,9.9449816419814e-05,9.94498164198207e-05,9.94498164197879e-05,9.94498164198072e-05,0.220486718621365,9.94498164197925e-05,9.94498164198121e-05,9.94498164197538e-05,9.94498164197921e-05
"7",0.000157580969643165,0.000157580969643187,0.000157580969643162,0.00015758096964317,0.0607155548974762,0.000157580969643158,0.000157580969643165,0.000157580969643162,0.00015758096964316,0.000157580969643168,0.000157580969643163,0.000157580969643173,0.000157580969643165,0.000157580969643164,0.000157580969643169,0.000157580969643165,0.000157580969643176,0.000157580969643175,0.000157580969643177,0.000157580969643169,0.000157580969643177,0.00015758096964317,0.000157580969643155,0.124621853037352,0.000157580969643178,0.000157580969643174,0.000157580969643172,0.000157580969643182,0.000157580969643165,0.000157580969643159,0.000157580969643168,0.000157580969643153,0.000157580969643169,0.0509117953607359,0.000157580969643051,0.758077881797282,0.000157580969643177,0.000157580969643162,0.000157580969643178,0.000157580969643179
"8",0.000141087110285529,0.000141087110285542,0.000141087110285544,0.00014108711028554,0.000141087110285546,0.000141087110285543,0.0977872564944637,0.122689419614584,0.000141087110285549,0.00014108711028553,0.000141087110285562,0.000141087110285547,0.00014108711028555,0.000141087110285539,0.335244689697831,0.000141087110285555,0.000141087110285554,0.116146103711441,0.000141087110285583,0.000141087110285541,0.117880251971202,0.000141087110285552,0.000141087110285547,0.000141087110285563,0.00014108711028555,0.000141087110285556,0.000141087110285547,0.000141087110285558,0.000141087110285542,0.000141087110285548,0.000141087110285537,0.000141087110285551,0.000141087110285529,0.000141087110285533,0.000141087110285555,0.000141087110285558,0.000141087110285549,0.205455316760769,0.000141087110285547,0.000141087110285554
"9",0.000109553287261398,0.000109553287261392,0.000109553287261377,0.0234860381854632,0.000109553287261399,0.000109553287261393,0.000109553287261384,0.000109553287261391,0.000109553287261402,0.00010955328726139,0.00010955328726137,0.000109553287261395,0.000109553287261396,0.0001095532872614,0.000109553287261382,0.000109553287261399,0.000109553287261379,0.000109553287261371,0.00010955328726139,0.000109553287261396,0.000109553287261318,0.000109553287261392,0.000109553287261388,0.000109553287261383,0.000109553287261382,0.000109553287261404,0.000109553287261384,0.000109553287261403,0.000109553287261339,0.000109553287261393,0.000109553287261387,0.000109553287261395,0.000109553287261403,0.00010955328726139,0.000109553287261399,0.000109553287261393,0.000109553287261413,0.972350936898604,0.000109553287261368,0.0001095532872614
"10",0.000111825438375683,0.000111825438375678,0.000111825438375696,0.000111825438375692,0.000111825438375693,0.000111825438375691,0.000111825438375694,0.000111825438375694,0.000111825438375692,0.000111825438375695,0.300980061896142,0.000111825438375694,0.000111825438375685,0.000111825438375684,0.00011182543837569,0.000111825438375691,0.182340932088792,0.000111825438375695,0.000111825438375685,0.000111825438375686,0.000111825438375674,0.000111825438375694,0.000111825438375683,0.000111825438375693,0.000111825438375686,0.000111825438375696,0.453042653843434,0.000111825438375689,0.059610636390107,0.000111825438375687,0.000111825438375682,0.000111825438375688,0.000111825438375675,0.000111825438375702,0.00011182543837569,0.000111825438375674,0.000111825438375687,0.000111825438375632,0.000111825438375704,0.000111825438375699
"11",0.000115005753107868,0.000115005753107864,0.000115005753107849,0.000115005753107869,0.000115005753107851,0.000115005753107856,0.000115005753107851,0.000115005753107851,0.00011500575310785,0.000115005753107863,0.000115005753107856,0.000115005753107865,0.000115005753107847,0.000115005753107829,0.000115005753107866,0.00011500575310786,0.73658997344668,0.000115005753107854,0.000115005753107864,0.0329806109671044,0.000115005753107857,0.0365806478054212,0.000115005753107868,0.00011500575310787,0.00011500575310785,0.000115005753107858,0.0825689065868501,0.000115005753107857,0.000115005753107856,0.000115005753107852,0.000115005753107865,0.000115005753107859,0.000115005753107836,0.000115005753107864,0.000115005753107857,0.000115005753107853,0.000115005753107833,0.107254659835169,0.000115005753107861,0.000115005753107865
"12",0.000116664725115447,0.189350765009661,0.000116664725115463,0.000116664725115465,0.000116664725115464,0.000116664725115454,0.000116664725115457,0.280207397025766,0.239332659884013,0.000116664725115457,0.000116664725115466,0.000116664725115456,0.000116664725115452,0.000116664725115465,0.0999345536556988,0.000116664725115468,0.0626137693133886,0.00011666472511542,0.000116664725115454,0.000116664725115471,0.000116664725115463,0.000116664725115453,0.000116664725115467,0.000116664725115456,0.000116664725115441,0.124594254457547,0.000116664725115472,0.000116664725115462,0.000116664725115462,0.000116664725115383,0.000116664725115465,0.000116664725115463,0.000116664725115457,0.000116664725115462,0.00011666472511546,0.000116664725115459,0.000116664725115462,0.000116664725115459,0.000116664725115459,0.000116664725115467
"13",0.00010068793242687,0.000100687932426859,0.000100687932426865,0.000100687932426855,0.000100687932426869,0.000100687932426858,0.000100687932426856,0.000100687932426844,0.000100687932426829,0.000100687932426857,0.000100687932426816,0.000100687932426826,0.16305148430531,0.000100687932426863,0.000100687932426852,0.000100687932426795,0.000100687932426857,0.00010068793242686,0.000100687932426849,0.000100687932426855,0.000100687932426865,0.000100687932426854,0.000100687932426872,0.000100687932426864,0.699239502319208,0.00010068793242684,0.000100687932426861,0.000100687932426872,0.000100687932426855,0.133983559875689,0.000100687932426852,0.000100687932426779,0.000100687932426818,0.000100687932426839,0.000100687932426852,0.000100687932426865,0.000100687932426842,0.000100687932426824,0.000100687932426864,0.000100687932426842
"14",0.000150261631573091,0.000150261631573115,0.000150261631573104,0.000150261631573117,0.000150261631573108,0.00015026163157311,0.000150261631573101,0.000150261631573101,0.000150261631573111,0.000150261631573107,0.000150261631573104,0.000150261631573107,0.000150261631573113,0.000150261631573112,0.000150261631573118,0.000150261631573106,0.000150261631573119,0.000150261631573117,0.000150261631573113,0.000150261631573104,0.000150261631573109,0.0388158218137419,0.000150261631573122,0.000150261631573084,0.000150261631573109,0.95547423618648,0.000150261631573112,0.000150261631573112,0.000150261631573123,0.000150261631573104,0.000150261631573113,0.000150261631573096,0.00015026163157312,0.000150261631573114,0.00015026163157312,0.000150261631573108,0.000150261631573128,0.000150261631573113,0.000150261631573113,0.000150261631573122
"15",0.000232245655209931,0.000232245655209929,0.000232245655209925,0.000232245655209924,0.000232245655209923,0.000232245655209927,0.000232245655209915,0.000232245655209933,0.000232245655209884,0.000232245655209921,0.000232245655209925,0.000232245655209942,0.00023224565520992,0.000232245655209924,0.000232245655209924,0.000232245655209935,0.000232245655209932,0.000232245655209927,0.000232245655209925,0.000232245655209915,0.000232245655209978,0.990942419446813,0.000232245655209874,0.000232245655209919,0.000232245655209926,0.000232245655209927,0.000232245655209916,0.000232245655209919,0.000232245655209922,0.000232245655209916,0.000232245655209925,0.000232245655209924,0.000232245655209927,0.000232245655209917,0.000232245655209933,0.000232245655209922,0.000232245655209928,0.000232245655209937,0.000232245655209914,0.000232245655209924
"16",0.000153106229514053,0.000153106229514049,0.000153106229514056,0.000153106229514054,0.00015310622951405,0.000153106229514048,0.00015310622951404,0.000153106229514067,0.00015310622951405,0.000153106229514057,0.000153106229514043,0.000153106229514044,0.000153106229514049,0.000153106229514027,0.000153106229514052,0.000153106229514059,0.000153106229514056,0.000153106229514059,0.000153106229514053,0.000153106229514059,0.000153106229514048,0.000153106229514054,0.00015310622951405,0.000153106229514043,0.000153106229514045,0.000153106229514046,0.994028857048952,0.000153106229514015,0.000153106229514056,0.000153106229514043,0.000153106229514058,0.000153106229514048,0.00015310622951405,0.000153106229514042,0.000153106229514058,0.000153106229514057,0.000153106229514065,0.000153106229514043,0.000153106229514054,0.000153106229514043
"17",0.000108089131201323,0.000108089131201296,0.246759068869507,0.000108089131201324,0.000108089131201327,0.000108089131201311,0.000108089131201324,0.000108089131201314,0.000108089131201316,0.000108089131201314,0.00010808913120133,0.000108089131201317,0.749133544144843,0.000108089131201324,0.000108089131201309,0.000108089131201318,0.000108089131201295,0.000108089131201319,0.000108089131201325,0.000108089131201318,0.00010808913120131,0.000108089131201308,0.000108089131201314,0.000108089131201328,0.000108089131201305,0.000108089131201322,0.000108089131201327,0.000108089131201312,0.000108089131201318,0.000108089131201319,0.000108089131201315,0.000108089131201314,0.000108089131201306,0.000108089131201318,0.000108089131201319,0.000108089131201332,0.000108089131201299,0.000108089131201251,0.000108089131201315,0.00010808913120132
"18",0.000136330577038113,0.000136330577038124,0.000136330577038112,0.000136330577038098,0.000136330577038103,0.000136330577038115,0.000136330577038115,0.000136330577038116,0.000136330577038111,0.000136330577038116,0.000136330577038116,0.000136330577038113,0.994683107495514,0.000136330577038102,0.000136330577038114,0.000136330577038099,0.000136330577038055,0.000136330577038119,0.000136330577038111,0.000136330577038114,0.000136330577038105,0.000136330577038106,0.000136330577038106,0.000136330577038111,0.00013633057703811,0.000136330577038111,0.000136330577038122,0.000136330577038084,0.000136330577038107,0.000136330577038093,0.000136330577038103,0.000136330577038105,0.000136330577038122,0.000136330577038113,0.000136330577038108,0.000136330577038109,0.000136330577038111,0.00013633057703811,0.000136330577038113,0.000136330577038107
"19",0.000178441797427763,0.000178441797427762,0.000178441797427773,0.00017844179742777,0.000178441797427777,0.000178441797427768,0.00017844179742777,0.000178441797427773,0.000178441797427767,0.000178441797427762,0.000178441797427764,0.000178441797427759,0.993040769900317,0.00017844179742777,0.000178441797427771,0.000178441797427779,0.000178441797427773,0.000178441797427771,0.000178441797427768,0.000178441797427778,0.000178441797427767,0.000178441797427775,0.000178441797427767,0.000178441797427764,0.000178441797427772,0.000178441797427767,0.000178441797427766,0.00017844179742777,0.00017844179742777,0.00017844179742777,0.000178441797427772,0.000178441797427768,0.000178441797427768,0.000178441797427767,0.000178441797427769,0.000178441797427771,0.00017844179742777,0.000178441797427778,0.000178441797427764,0.000178441797427749
"20",0.000126718325198091,0.000126718325198081,0.000126718325198088,0.000126718325198085,0.000126718325198107,0.000126718325198093,0.000126718325198098,0.000126718325198085,0.000126718325198087,0.000126718325198091,0.000126718325198086,0.000126718325198104,0.0001267183251981,0.000126718325198097,0.000126718325198085,0.000126718325198094,0.000126718325198094,0.000126718325198091,0.000126718325198114,0.000126718325198086,0.000126718325198097,0.000126718325198098,0.000126718325198091,0.000126718325198092,0.995057985317274,0.000126718325198098,0.000126718325198102,0.00012671832519811,0.00012671832519809,0.00012671832519809,0.000126718325198106,0.00012671832519809,0.000126718325198107,0.000126718325198106,0.000126718325198094,0.000126718325198092,0.000126718325198095,0.000126718325198085,0.000126718325198097,0.000126718325198108
